ProductID,ProductName,ProductBrand,Gender,Price,NumImages,Description,PrimaryColor
10031549,HERE&NOW Men Red & Black Colourblocked Polo Collar T-shirt,HERE&NOW,Men,599,5,"Red, black and navy blue colourblocked T-shirt, has a polo collar, and short sleeves", Red
10030721,Sera Women Navy Blue Straight Fit Printed Cigarette Trousers,Sera,Women,711,5,Navy Blue printed mid-rise trousers and slip-on closure,Blue
10033753,SHISEIDO Patent Plum LacquerInk LipShine Lipstick 308,SHISEIDO,Women,1870,5,"Shade namePatent plum 308 What it isLipstickWhat it doesThe unique blend of oils in this hybrid formula offers the shine and comfort of a gloss, while smoothing polymers provide the durable, hydrating color of a lipstickA custom, concave applicator hugs the contours of the mouth and dispenses the perfect amount of pigment that can be worn alone or layered over other lip products for extra dimension and sheen",
10026411,MOVADO Women Blue Analogue Watch 607268,MOVADO,Women,56192,3,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Blue bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature MOVADO case",Blue
10018193,Puma Men Black Sneakers,Puma,Men,1999,5,"A pair of round-toe black sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
10026845,Raymond Men Beige Solid Regular-Fit Single-Breasted Suit,Raymond,Men,3674,5,"Beige solid party suitBeige solid regular-fit blazer, has a peaked lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of beige solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.", Beige
10030305,Next Look Men Blue & White Regular Fit Printed Casual Shirt,Next Look,Men,699,5,"Blue and White printed casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10033809,SHISEIDO 02 Platinum Street Metals Essentialist Eye Shadow Palette 5.2 g,SHISEIDO,Women,2520,4,"Shade Number : 02Shade Name:  Platinum Street MetalsWhat Is It:Harnessing over 145 years of Japanese beauty wisdom, Shiseido Essentialist Eye Palette is the perfect way to embrace beauty. These eyeshadow palettes are made with an innovative cream powder matrix system, which provides pure, silky color that lasts 12 hours without creasing.What it does:Soft, square powders create a smooth, second-skin effect, while a transparent base eliminates any chalkiness.These weightless formulas are offered in an array of finishes that range from soft mattes to shimmering metallics.Inspired by Tokyo's iconic streets, each ultra-slim palette contains four coordinating colors that can be used to create countless eye looks.Available in 6 shade harmonies.This product is dermatologist- and ophthalmologist-tested.About the Brand: Shiseido is a global, Japanese cosmetics and skincare brand with unique Asian heritage, strong business innovation and positive country-of-origin effects. Shiseido makeup represents an exceptional collection of high-performance colors and textures, created to celebrate and enhance your natural beauty.", Platinum
10029625,Next Look Men Maroon Slim Fit Self Design Formal Shirt,Next Look,Men,599,5,"Maroon self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 pocket", Maroon
10019095,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN118,XYXX,Men,967,5,"Pack of 3 White, Black & Navy regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10027707,Park Avenue Men Pink Slim Fit Checked Formal Shirt,Park Avenue,Men,854,5,"Pink checked formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Pink
10025681,Soumya Set of 6 Maroon & Beige Printed Diwan Set,Soumya,Unisex,1735,4,Set content: One bedsheet with two bolster covers and three cushion covers Bedsheet size: Single Quality: Fine Colour: Maroon and beige Print/pattern: GeometricBolster cover closure: Tie-up Cushion cover closure: Zip, Beige
10020019,Urban Dog Men Pack of 2 Assorted Printed Boxers UDBX71_UDBX72,Urban Dog,Men,489,5,"Pack of two assorted printed boxers, each has an inner elasticated waistband, slip-on closure, button fly",
10025697,Soumya Set of 6 Brown & Beige Printed Diwan Set,Soumya,Unisex,1595,4,Set content: One bedsheet with two bolster covers and three cushion covers Bedsheet size: Single Quality: Fine Colour: Brown and beige Print/pattern: SolidBolster cover closure: Tie-up Cushion cover closure: Zip, Brown
10035511,Aapno Rajasthan Brown & Beige Textured Two Owls Ceramic Planter,Aapno Rajasthan,Unisex,512,4,Set Contents: 1 planter potColour: Brown and beigePattern: TexturedShape: RoundType: Table planterMaterial: Ceramic, Red
10028225,Park Avenue Men Black Solid Polo Collar T-shirt,Park Avenue,Men,734,5,"Black solid T-shirt, has a polo collar, and short sleeves", Black
10020711,Rocia Women Brown Solid Pumps,Rocia,Women,2490,5,"A pair of brown pointed toe pumps, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown
10029031,Geox Men Brown Perforated Leather Formal Derbys,Geox,Men,5999,5,"A pair of brown round-toed formal derbysLeather upper with perforationsCushioned footbedTextured and patterned outsole, has a stacked heel", Brown
10030217,Next Look Men White Slim Fit Self Design Casual Shirt,Next Look,Men,649,5,"White self-design casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", White
10024517,SEJ by Nisha Gupta Multicoloured Printed Table Placemat,SEJ by Nisha Gupta,Unisex,399,3,Set content: 1 table matShape: RectangleColour: MulticolouredPattern: PrintedSuitable For: 1 seater tableMaterial: Cotton, Red
10025625,Soumya Set of 6 Blue Printed Diwan Set,Soumya,Unisex,1735,4,Set content: One bedsheet with two bolster covers and three cushion covers Bedsheet size: Single Quality: Fine Colour: Blue Print/pattern: Etnic motifsBolster cover closure: Tie-up Cushion cover closure: Zip,Blue
10018785,Varanga Women Off-White A-Line Dress,Varanga,Women,989,5,"Off-white printed woven A-line, has a round neck, three-quarter sleeves, button closure and flared hem", White
10030009,Next Look Men Blue Regular Fit Self Design Formal Shirt,Next Look,Men,549,5,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10026295,MASPAR White Printed Single Bed Duvet Cover,MASPAR,Unisex,11999,5,Set content: 1 duvet cover Size: Single bed Colour: White Pattern: Solid GSM: 250 GSM, White
10025693,Soumya Set of 6 Beige Printed Diwan Set,Soumya,Unisex,1315,4,Set content: One bedsheet with two bolster covers and three cushion covers Bedsheet size: Single Quality: Fine Colour: Beige Print/pattern: Etnic motifsBolster cover closure: Tie-up Cushion cover closure: Zip, Beige
10028253,Park Avenue Men Blue Slim Fit Checked Formal Shirt,Park Avenue,Men,899,5,"Blue checked formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket",Blue
10027369,Wintage Men Blue & Off-White Printed Straight Kurta,Wintage,Men,1499,5,"Blue and off-white printed straight kurta, has a mandarin collar, long sleeves, straight hem, and side slits",Blue
10033673,SHISEIDO 225 High Rise VisionAiry Gel Lipstick 1.6g,SHISEIDO,Women,2125,4,"Colour shade name: High RiseColour shade number: 225What it isA long-lasting, full-coverage lipstick featuring innovative Triple Gel Technology for high-impact, weightless color.What it doesUsing revolutionary Triple Gel Technology, this breakthrough formula allows high levels of pigment toconverge with water for cushiony, comfortable, weightless color that stays put for six hours.Features:Shiseido's ultra-sleek lipstick bullet glides on to deliver bold, high- impact color in a single stroke.Inspired by modern Tokyo.Dermatologist-tested.",
10019685,Carlton London Women Silver Self Design Tiered Top,Carlton London,Women,587,5,"Silver self-design woven tiered top with lace detail, has shoulder straps, and sleeveless", Red
10021627,CINOCCI Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,CINOCCI,Men,839,5,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
10033793,SHISEIDO Coral Spark LacquerInk Lip Shine 306,SHISEIDO,Women,1980,3,"Shade Name Coral Spark 306What it isLacquerInk Lip Shine What it doesA featherweight lip shine where high-intensity pigment meets the luminosity of a glossThe unique blend of oils in this hybrid formula offers the shine and comfort of a glossThe smoothing polymers provide the durable, hydrating color of a lipstickGlossy oils provide a comfortable, non-sticky feel and a lacquer-like finishLiqui-ink technology uses a minimal amount of waxes to deposit intense pigment with the weightless glide of a glossUltra-fine pigments offer intense, full-coverage color that lastsThis product is dermatologist-tested.",
10029975,Mitera Pink & Gold-Toned Silk Blend Woven Design Kanjeevaram Saree,Mitera,Women,1519,5,"Design Detail:Pink and Gold-toned kanjeevaram  woven design saree and has a woven design border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.", Pink
10032609,HERE&NOW Women Grey Solid Padded Jacket,HERE&NOW,Women,1399,8,"Grey solid jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester", Grey
10019611,Carlton London Women Mustard Yellow Solid A-Line Top,Carlton London,Women,625,5,"Mustard yellow solid woven A-line top with crochet inserts, has a round neck, short sleeves, and button closure", Yellow
10021165,MBE Women Red Printed Asymmetric A-Line Kurta,MBE,Women,599,5,"Red printed A-line kurta, has a mandarin collar, three-quarter sleeves, asymmetric hem", Red
10024505,SEJ by Nisha Gupta Pink & Blue Printed Table Placemat,SEJ by Nisha Gupta,Unisex,399,3,Set content: 1 table mat Shape: Rectangle Colour: Pink and blue Pattern: Printed Suitable For: 1 seater table Material: Cotton ,Blue
10029051,Geox Women Silver-Toned Solid Leather Open Toe Flats,Geox,Women,3499,5,"A pair of silver-toned open-toe flats, has regular styling, backstrap detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Silver
10019143,XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN123,XYXX,Men,670,4,"Pack of 2 Navy & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10021449,Harvard Men Brown Sneakers,Harvard,Men,2699,5,"A pair of round-toe brown sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Brown
10028817,Park Avenue Men Grey Slim Fit Solid Formal Trousers,Park Avenue,Men,1049,5,"Grey solid mid-rise trousers, button closure, and 4 pocketsThe model is wearing a belt from the stylist's collection. The product doesn't come with the belt.", Grey
10030251,Next Look Men Grey Solid Polo Collar T-shirt,Next Look,Men,503,5,"Grey solid T-shirt, has a polo collar, and short sleeves", Grey
10028277,Park Avenue Men Blue Slim Fit Striped Casual Shirt,Park Avenue,Men,1124,5,"Blue striped casual shirt, has a mandarin collar, long sleeves, button placket, high-low hem, and 1 patch pocket",Blue
10020223,Parx Men Blue Solid Regular-Fit Single-Breasted Suit,Parx,Men,3599,5,"Blue solid party suitBlue solid regular-fit tuxedo blazer, has a shawl collar, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of blue solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.",Blue
10033415,Carlton London Women Off-White Floral Print Drop-Waist Dress,Carlton London,Women,1030,5,"Off-White printed woven drop-waist dress, has a keyhole neck, three-quarter sleeves, button closure, an attached lining, and straight hem", White
10020179,Raymond Men Blue Slim Fit Mid-Rise Clean Look Jeans,Raymond,Men,2249,5,"Blue dark wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops",Blue
10021135,MBE Women Black Yoke Design A-Line Kurta,MBE,Women,774,5,"Black yoke design A-line kurta, has a mandarin collar, short sleeves, flared hem", Black
10030181,Next Look Men Purple Slim Fit Self Design Formal Shirt,Next Look,Men,549,5,"Purple self-design casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 pocket", Purple
10030161,Next Look Men Blue Slim Fit Solid Formal Shirt,Next Look,Men,599,5,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10032881,DressBerry Women Maroon & Gold-Toned Printed Hooded Sweatshirt,DressBerry,Women,559,5,"Maroon and Gold-toned printed sweatshirt, has long sleeves and straight hem", Maroon
10018913,SEJ by Nisha Gupta Blue & Red Printed Table Runner,SEJ by Nisha Gupta,Unisex,599,3,Set content: One runner Type: Table runner Colour: Blue and red Fabric: Polycotton Shape: Rectangular Pattern: Printed Disclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings.,Blue
10030101,Next Look Men Blue Slim Fit Solid Formal Shirt,Next Look,Men,599,5,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10018881,SEJ by Nisha Gupta Multicoloured Printed Table Runner,SEJ by Nisha Gupta,Unisex,699,3,Set content: One runner Type: Table runner Colour: Black and multicoloured Fabric: Polycotton Shape: Rectangular Pattern: Floral Disclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Red
10029509,Next Look Men White & Blue Slim Fit Printed Formal Shirt,Next Look,Men,549,5,"White and Blue printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10030393,Geox Men Grey Solid Suede Sneakers,Geox,Men,3999,5,"A pair of round-toe grey sneakers, has regular styling, lace-up detailSuede upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer", Grey
10033709,SHISEIDO 226 Cherry Festival VisionAiry Gel Lipstick 1.6 g,SHISEIDO,Women,2125,4,"Shade Number : 226Shade Name: Cherry FestivalWhat it is:Using revolutionary Triple Gel Technology, this breakthrough formula allows high levels of pigment to converge with water for cushiony, comfortable, weightless color that stays put for six hours.What it does:This ultra-sleek lipstick bullet glides on to deliver bold, high-impact color in a single stroke. Available in 28 shades inspired by modern Tokyo. Dermatologist-tested.Features:Triple Gel Technology: Delivers a sensorial feel, true color payoff, and a weightless on the lips.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.",
10032745,HERE&NOW Women Black Solid Biker Jacket,HERE&NOW,Women,1199,7,"Black solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining", Black
10027189,Soumya Multicoloured Set of 5 Floral Square Cushion Covers,Soumya,Unisex,906,5,Set content: 5 Cushion Covers Colour: Multicoloured Shape: Square Pattern: Floral Closure: Zip, Red
10019245,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Briefs XYBRF2PCKN276,XYXX,Men,628,4,"Pack of 2 briefs in Navy with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
10029207,Geox Men Black Leather Driving Shoes,Geox,Men,9999,5,A pair of black square-toed driving shoesLeather upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/ manufacturer, Black
1002096,ether Men Navy Blue Colorblocked Oxford Polo T-shirt,ether,Men,699,5,"Navy blue patterned pique knit polo T-shirt, has a contrast polo collar, a short button placket, short contrast sleeves, a vented hemline with the back slightly longer than the front",Blue
10021555,SEJ by Nisha Gupta Yellow & Grey Printed Tissue Holder,SEJ by Nisha Gupta,Unisex,699,3,Set Content: 1 tissue holderPattern: PrintedFinish: MatteMaterial: Wood, Yellow
10025539,Raymond Men Blue Solid Regular-Fit Single-Breasted Suit,Raymond,Men,6299,5,"Blue solid party suitBlue solid regular-fit blazer, has a peaked lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of blue solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.",Blue
10029005,MSC Women Cream-Coloured Woven Design One Toe Flats,MSC,Women,679,4,"A pair of cream-coloured open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Red
10033705,SHISEIDO 10 Medusa Pink Innerglow Cheek powder 4 g,SHISEIDO,Women,2340,5,"Shade name: Medusa PinkShade number: 10What it is Blush and highlighter hybrid with a unique cream-powder matrix system that helps this airy powder stay put for eight hoursWhat it doesIt seamlessly enhances, highlights, and contours with airy, weightless finish.Features: High color payoff and superior glideRefined mica provides a lit-from-within glow.This featherweight formula floats effortlessly over skin, delivering an instant, illuminating flush or a subtle contour without streaking.", Pink
10027591,Park Avenue Men Blue Slim Fit Solid Formal Shirt,Park Avenue,Men,1034,5,"Blue solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10018939,Geox Women Black Sequinned Leather Heels,Geox,Women,3999,5,"A pair of black open toe heels, has regular styling, backstrap detailLeather upper with sequinned detailCushioned footbedTextured and patterned outsole, has a block heelWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
10032681,HERE&NOW Women Pink Solid Quilted Jacket,HERE&NOW,Women,1199,7,"Pink solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves", Pink
10035423,Anekaant Women Black Solid Handheld Bag,Anekaant,Women,454,5,"Black solid handheld bag, has a button closure1 main compartment, 1 inner pocketTwo Handles", Black
10033779,SHISEIDO 03 Cosmic Aura Dew Face Eyes Lips Highlighter 4.8g,SHISEIDO,Women,2700,5,"Colour shade name: CosmicColour shade number: 03What it isHoused in a luxurious glass jar, Shiseido Aura Dew - Face, Eyes, Lips is a divine multi-use cream highlighterthat immediately illuminates the skin. This multidimensional highlighter suspends ultra-fine rose, silver, and gold Japanese pearls in a cushiony, transparent base that melds seamlessly with every skin tone.What it doesThis multi-use highlighter transforms and illuminates the skin with a breathable, formula that feels invisible and lasts for 12 hours.Features:lts revolutionary texture ensures that this highlighter stays put for 12 hours without caking and can be easily layered over eye, lip, or cheek products without compromising color or adding weight.This product is dermatologist- and ophthalmologist- tested.",
10018989,Geox Men Beige & Off-White Striped Slip-On Sneakers,Geox,Men,3249,5,"A pair of round-toe beige & off-white striped slip-on sneakers, has regular styling, slip-on detailCanvas upper with espadrilles detailCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturerEngineered with waterproof lining", White
10030025,Next Look Men Blue Regular Fit Self Design Formal Shirt,Next Look,Men,549,5,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10019797,Carlton London Women Dusty Pink Floral Print Basic Jumpsuit,Carlton London,Women,1113,5,"Dusty pink floral print basic jumpsuit, has a round neck, sleeveless, concealed zip closure, and two pocketsComes with a belt", Pink
10029753,Force 10 Men Navy Blue Synthetic Running Shoes,Force 10,Men,639,5,"A pair of navy blue running sports shoes, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsole",Blue
10033679,"SHISEIDO 215-Future Shock VisionAiry Gel Lipstick, 1.6gm",SHISEIDO,Women,2125,5,"Shade name - Future ShockWhat it isA long-lasting, full-coverage lipstick featuring innovative Triple Gel Technology for high-impact, weightless color. This ultra-sleek lipstick bullet glides on to deliver bold, high-impact color in a single stroke. Available in 28 shades inspired by modern Tokyo. Dermatologist-tested.What it doesUsing revolutionary Triple Gel Technology, this breakthrough formula allows high levels of pigment to converge with water for cushiony, comfortable, weightless color that stays put for six hours.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.Deliver bold, high-impact color in a single strokeWhat's in itTriple Gel Technology: Delivers a sensorial feel, true color payoff, and a weightless on the lips.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.",
10030591,Vishudh Women Blue Printed Kurta with Palazzos,Vishudh,Women,1999,4,"Blue printed kurta with palazzos Blue straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitsBlue  Printed palazzos, has elasticated waistband, slip-on closure",Blue
10033687,SHISEIDO 02 Solar Aura Dew Face Eyes Lips Highlighter 4.8 g,SHISEIDO,Women,2700,5,"Colour shade name: SolraColour shade number: 02What it isHoused in a luxurious glass jar, Shiseido Aura Dew - Face, Eyes, Lips is a divine multi-use cream highlighterthat immediately illuminates the skin. This multidimensional highlighter suspends ultra-fine rose, silver, and gold Japanese pearls in a cushiony, transparent base that melds seamlessly with every skin tone.What it doesThis multi-use highlighter transforms and illuminates the skin with a breathable, formula that feels invisible and lasts for 12 hours.Features:lts revolutionary texture ensures that this highlighter stays put for 12 hours without caking and can be easily layered over eye, lip, or cheek products without compromising color or adding weight.This product is dermatologist- and ophthalmologist- tested.",
10019239,XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Briefs XYBRF2PCKN273,XYXX,Men,628,4,"Pack of 2 briefs in Black & Grey with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
10020145,Raymond Men Blue Slim Fit Mid-Rise Clean Look Jeans,Raymond,Men,1259,5,"Blue medium wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops",Blue
10018907,SEJ by Nisha Gupta Multicoloured Printed Table Runner,SEJ by Nisha Gupta,Unisex,599,3,Set content: One runnerType: Table runnerColour: multicolouredFabric: PolycottonShape: RectangularPattern: FloralDisclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings., Red
10027799,Park Avenue Men Blue Regular Fit Self Design Formal Shirt,Park Avenue,Men,839,5,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",Blue
10029043,Geox Women Black Textured Leather Ballerinas,Geox,Women,3999,5,"A pair of black square toe ballerinas, has regular styling, slip-on detailLeather textured upper with metallic detailCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by Brand Owner / Manufacturer", Red
10032537,HERE&NOW Men Black & Grey Colourblocked Hooded Padded Jacket,HERE&NOW,Men,1679,7,"Black and Grey colourblocked jacket, has a hood, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining with 1 pocket", Black
10035835,Next Look Men Grey & White Striped Polo Collar T-shirt,Next Look,Men,503,5,"Grey and White striped T-shirt, has a polo collar, short sleeves, and 1 pocket", White
10018169,Puma Men Blue Propel EL IDP Sneakers,Puma,Men,1799,6,"Product Design Details:A pair of round-toe blue sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue
10019065,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN131,XYXX,Men,967,5,"Pack of 3 Black, Light Blue & Navy regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10032721,HERE&NOW Women Black Solid Biker Jacket,HERE&NOW,Women,1299,7,"Black solid biker jacket, has a mandarin collar, 2 pockets, long sleeves, straight hem, and polyester lining", Black
10028925,MSC Women Blue Solid Open Toe Flats,MSC,Women,679,5,"A pair of blue open-toed flats, has regular styling, velcro detail, has embellished detailSynthetic upperCushioned footbedTextured and patterned outsole",Blue
10021181,MBE Women Red & Gold-Coloured Block Print A-Line Kurta,MBE,Women,836,5,"Red and gold-coloured printed A-line kurta, has a V-neck, short sleeves, and flared hem", Red
10029101,Geox Women Black Solid Leather Pumps,Geox,Women,3749,5,"A pair of black round toe pumps, has regular styling, closed back detailLeather upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
10029959,Mitera Pink & Red Silk Blend Woven Design Kanjeevaram Saree,Mitera,Women,1799,5,"Design Detail:Pink and Red kanjeevaram  woven design saree and has a woven design border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.", Red
10019121,XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN138,XYXX,Men,967,5,"Pack of 3 Black, Yellow & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
10033641,"SHISEIDO 224 Nobel Plum VisionAiry Gel Lipstick, 1.6gm",SHISEIDO,Women,2125,4,"Shade name - Nobel PlumShade No- 224What it isA long-lasting, full-coverage lipstick featuring innovative Triple Gel Technology for high-impact, weightless color. This ultra-sleek lipstick bullet glides on to deliver bold, high-impact color in a single stroke. Available in 28 shades inspired by modern Tokyo. Dermatologist-tested.What it doesUsing revolutionary Triple Gel Technology, this breakthrough formula allows high levels of pigment to converge with water for cushiony, comfortable, weightless color that stays put for six hours.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.Deliver bold, high-impact color in a single strokeWhat's in itTriple Gel Technology: Delivers a sensorial feel, true color payoff, and a weightless on the lips.Water Infused: Delivers a cooling sensation upon application.Moisturizing Ingredients: Help keep lips feeling soft and hydrated.",
10027319,Ojjasvi Women Maroon Embroidered Straight Kurta,Ojjasvi,Women,679,5,"Maroon embroidered straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slits", Red
10025301,Soumya Rust Red Printed Double Bed Cover with 2 Pillow Covers,Soumya,Unisex,1674,4,Set content: 1 Bedsheet with 2 pillow coversColour: Rust red Size: Double bed ( queen size)Pattern: GeometricThread Count: 180 to 249, Red
10029307,Geox Women Black Solid Leather Pumps,Geox,Women,3999,5,"A pair of black pointed toe pumps, has regular styling, backstrap detailLeather upperCushioned footbedTextured and patterned outsole, has a slim heelWarranty: 6 monthsWarranty provided by brand/manufacturer", Black
10019605,Carlton London Women Navy Blue Flared Solid Bootcut Trousers,Carlton London,Women,850,5,Navy Blue solid mid-rise trousers  with tie-up detail and zip closure,Blue
10021547,SEJ by Nisha Gupta Blue & Yellow Printed Tissue Holder,SEJ by Nisha Gupta,Unisex,699,3,Set Content: 1 tissue holderPattern: PrintedColour: Blue and yellowFinish: MatteMaterial: Wood,Blue
10032877,DressBerry Women Black Solid Hooded Sweatshirt,DressBerry,Women,539,5,"Black solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem", Black
